中文名,外文名,软科排名,独立学院,民办高校
平顶山科技职业学院,Pingdingshan Vocational College of Science and Technology,,否,是
平顶山文化艺术职业学院,Pingdingshan Vocational College of Culture&Arts,,否,是
平顶山学院,Pingdingshan University,,否,否
平顶山职业技术学院,Pingdingshan Vocational And Technical College,,否,否
平凉职业技术学院,Pingliang Vocational &Technical College,,否,否
萍乡卫生职业学院,Pingxiang Health Vocational College,,否,否
萍乡学院,Pingxiang University,,否,否
濮阳科技职业学院,Puyang Vocational College of Science and Technology,,否,否
濮阳石油化工职业技术学院,Puyang Petrochemical Vocational And Technical College,,否,否
濮阳医学高等专科学校,Puyang Medicai College,,否,否
濮阳职业技术学院,Puyang Vocational And Technical College,,否,否
普洱学院,Pu'er University,,否,否
七台河职业学院,Qitaihe Vocational College,,否,否
齐鲁理工学院,Qilu Institute of Technology,,否,是
齐鲁师范学院,Qilu Normal University,,否,否
齐鲁医药学院,Qilu Medical University,,否,是
齐齐哈尔高等师范专科学校,Qiqihar Teachers College,,否,否
齐齐哈尔工程学院,Qiqihar Institute of Technology,,否,是
齐齐哈尔理工职业学院,Qiqihar Polytechnic College,,否,是
齐齐哈尔立德健康职业学院,Qiqihar Lide Health Vocational College,,否,是
黔东南理工职业学院,Qiandongnan Polytechnic College,,否,否
黔东南民族职业技术学院,Qiandongnan National Polytechnic,,否,否
黔南民族医学高等专科学校,Qiannan Medical College For Nationalities,,否,否
黔南民族幼儿师范高等专科学校,Qiannan Preschool Education College For Nationalities,,否,否
黔南民族职业技术学院,Qiannan Polytechnic For Nationality,,否,否
黔西南民族职业技术学院,Southwest Guizhou Vocational And Technical College,,否,否
钦州幼儿师范高等专科学校,Qinzhou Kindergarten Teachers College,,否,否
秦皇岛工业职业技术学院,Qinhuangdao Polytechnic insitute,,否,否
秦皇岛职业技术学院,Qinhuangdao Vocational And Technical College,,否,否
青岛滨海学院,Qingdao Binhai University,,否,是
青岛城市学院,Qingdao City University,,否,是
青岛电影学院,Qingdao Film Academy,,否,是
青岛飞洋职业技术学院,Qingdao Feiyang Vocational&Tehnical College,,否,是
青岛港湾职业技术学院,Qingdao Harbour Vocational & Technical College,,否,否
青岛工程职业学院,Qingdao Engineering Vocational College,,否,否
青岛工学院,Qingdao Institute of Technology,,否,是
青岛航空科技职业学院,Qingdao Vocational College Of Aeronautical Science And Technology,,否,是
青岛恒星科技学院,Hengxing University,,否,是
青岛黄海学院,Qingdao Huanghai University,,否,是
青岛酒店管理职业技术学院,Qingdao Vocational And Technical College Of Hotel Management,,否,否
青岛农业大学海都学院,Haidu College Qingdao Agricultural University,,是,否
青岛求实职业技术学院,Qingdao Qiushi College,,否,是
青岛幼儿师范高等专科学校,Qingdao Preschool Education College,,否,否
青岛远洋船员职业学院,Qingdao Ocean Shipping Mariners College,,否,否
青岛职业技术学院,Qingdao Technical College,,否,否
青海柴达木职业技术学院,Qinghai Qaidam Vocational ＆Technical College,,否,否
青海大学昆仑学院,Kunlun College of Qinghai University,,是,否
青海高等职业技术学院,Qinghai Higher Vocational And Technical Institute,,否,否
青海建筑职业技术学院,Qinghai College Of Architectural Technology,,否,否
青海警官职业学院,Qinghai Vocational College Of Police Officers,,否,否
青海理工学院,Qinghai Institute of Technology,,否,否
青海农牧科技职业学院,Qinghai Agri-Animal Husbandry Vocational College,,否,否
青海卫生职业技术学院,Qinghai Institute Of Health Sciences,,否,否
青海职业技术大学,Qinghai Polytechnic University,,否,否
清远职业技术学院,Qingyuan Polytechnic,,否,否
庆阳职业技术学院,Qingyang Vocational And Technical College,,否,否
琼台师范学院,Qiongtai Normal University,,否,否
曲阜远东职业技术学院,Qufu Fareast Vocational And Technical College,,否,是
曲靖健康医学院,Qujing University of Medcine & Health Sciences,,否,否
曲靖师范学院,Qujing Normal University,,否,否
曲靖职业技术学院,Qujing Vocational And Technical College,,否,否
衢州职业技术学院,Quzhou College Of Technology,,否,否
泉州纺织服装职业学院,Quanzhou Textile Garment Vocational Institute,,否,是
泉州工程职业技术学院,Quanzhou Engineering Vocational And Technical College,,否,是
泉州工艺美术职业学院,Quanzhou Arts And Crafts Vocational College,,否,否
泉州海洋职业学院,Quanzhou Ocean Institute,,否,是
泉州华光职业学院,Quanzhou Huaguang Vocational College,,否,是
泉州经贸职业技术学院,Quanzhou Vocational College Of Economics And Business,,否,否
泉州轻工职业学院,Quanzhou College Of Technology,,否,是
泉州信息工程学院,Quanzhou University of Information Engineering,,否,是
泉州医学高等专科学校,Quanzhou Medical College,,否,否
泉州幼儿师范高等专科学校,Quanzhou Preschool Education College,,否,否
泉州职业技术大学,Quanzhou Vocational and Technical University,,否,是
日喀则职业技术学院,Rikaze Vocational Technical College,,否,否
日照航海工程职业学院,Rizhao Marine Engineering Vocational College,,否,是
日照康养职业学院,Rizhao Vocational College of Wellness,,否,是
日照科技职业学院,Rizhao Vocational College of Science and Technology,,否,是
日照职业技术大学,Rizhao Polytechnic University,,否,否
汝州职业技术学院,Ruzhou Vocational And Technical College,,否,否
三江学院,Sanjiang University,,否,是
三门峡社会管理职业学院,Sanmenxia Vocational College Of Social Management,,否,否
三门峡职业技术学院,Sanmenxia Polytechnic,,否,否
三明医学科技职业学院,Sanming Medical And Polytechnic Vocational College,,否,否
三峡大学科技学院,College of Science and Technology of China Three Gorges University,,是,否
三峡电力职业学院,Three Gorges Vocational College Of Electric Power,,否,否
三峡旅游职业技术学院,Three Gorges Tourism Polytechnic College,,否,否
三亚城市职业学院,Sanya City College,,否,是
三亚航空旅游职业学院,Sanya Aviation And Tourism College,,否,是
三亚护理职业学院,Sanya International College of Nursing,,否,是
三亚理工职业学院,Sanya Institute Of Technology,,否,是
三亚学院,University of Sanya,,否,是
三亚中瑞酒店管理职业学院,Hospitality Institute Of Sanya,,否,是
沙洲职业工学院,Shazhou Professional Institute Of Technology,,否,否
厦门安防科技职业学院,Xiamen Security Science And Technology College,,否,是
厦门城市职业学院,Xiamen City University,,否,否
厦门大学嘉庚学院,Xiamen University Tan Kah Kee College,,是,否
厦门东海职业技术学院,Xiamen Donghai Institute,,否,是
厦门工学院,Xiamen Institute of Technology,,否,是
厦门海洋职业技术学院,Xiamen Ocean Vocational College,,否,否
厦门华厦学院,Xiamen Huaxia University,,否,是
厦门华天涉外职业技术学院,Xiamen Huatian International Vocation Institute,,否,是
厦门南洋职业学院,Xiamen Nanyang University,,否,是
厦门软件职业技术学院,Xiamen Institute Of Software Technology,,否,是
厦门兴才职业技术学院,Xiamen Xingcai Vocational&Technical College,,否,是
厦门演艺职业学院,The Xiamen Academy For Performing Arts,,否,是
山东财经大学东方学院,"Dongfang College, ShanDong University of Finance and Economics",,是,否
山东财经大学燕山学院,Yanshan college Shandong University of Finance and Economics,,是,否
山东城市服务职业学院,Shandong City Service Institute,,否,否
山东城市建设职业学院,Shandong Urban Construction Vocational College,,否,否
山东畜牧兽医职业学院,Shandong Vocational Animal Science And Veterinary College,,否,否
山东传媒职业学院,Shandong Communication & Media College,,否,否
山东电力高等专科学校,Shandong Electric Power College,,否,否
山东电子职业技术学院,Shandong College Of Electronic Technology,,否,否
山东服装职业学院,Shandong Vocational Institute Of Clothing Technology,,否,否
山东工程职业技术大学,Shandong University of Engineering and Vocational Technology,,否,是
山东工业职业学院,Shandong Vocational College Of Industry,,否,否
山东工艺美术学院,Shandong University of Art & Design,,否,否
山东管理学院,Shandong Management University,,否,否
山东海事职业学院,Shandong Maritime Vocation College,,否,是
山东华宇工学院,Shandong Huayu University of Technology,,否,是
山东化工职业学院,Shandong Chemical Engineering & Vocational College,,否,否
山东交通职业学院,Shandong Transport Vocational College,,否,否
山东经贸职业学院,Shandong College Of Economics And Business,,否,否
山东警察学院,Shandong Police College,,否,否
山东科技职业大学,Shandong Vocational College of Science And Technology,,否,否
山东劳动职业技术学院,Shandong Labor Vocational And Techncal College,,否,否
山东理工职业学院,Shandong Polytechnic College,,否,否
山东力明科技职业学院,Shandong Liming Polytechnic Vocational College,,否,是
山东旅游职业学院,Shandong College Of Tourism And Hospitality,,否,否
山东铝业职业学院,Shandong Aluminum Vocational College,,否,否
山东农业工程学院,Shandong Agriculture and Engineering University,,否,否
山东女子学院,Shandong Women's University,,否,否
山东青年政治学院,Shandong Youth University of Political Science,,否,否
山东轻工职业学院,Shandong Vocational College Of Light Industry,,否,否
山东商务职业学院,Shandong Business Institute,,否,否
山东商业职业技术大学,Shandong University of Commerce and Technology,,否,否
山东圣翰财贸职业学院,Shandong Shenghan Finance And Trade Vocational College,,否,是
山东胜利职业学院,Shandong Shengli Vocational College,,否,否
山东石油化工学院,SHANDONG INSTITUTE OF PETROLEUM AND CHEMICAL TECHNOLOGY,,否,否
山东水利职业学院,Shandong Water Conservancy Vocational College,,否,否
山东司法警官职业学院,Shandong Judicial Police Vocational College,,否,否
山东特殊教育职业学院,Shandong Vocational College Of Special Education,,否,否
山东外国语职业技术大学,Shandong Vocational and Technical University of International Studies,,否,是
山东外贸职业学院,Shandong Foreign Trade Vocational College,,否,否
山东外事职业大学,Shandong Vocational University of Foreign Affairs,,否,是
山东文化产业职业学院,Shandong Cultural Industry Vocational College,,否,是
山东文化艺术职业学院,Shandong Vocational College of Culture and Arts,,否,否
山东现代学院,Shandong Xiandai University,,否,是
山东协和学院,Shandong Xiehe University,,否,是
山东信息职业技术学院,Shandong Vocational College Of Information Technology,,否,否
山东药品食品职业学院,Shandong Drug And Food Vocational College,,否,否
山东医学高等专科学校,Shandong Medical College,,否,否
山东艺术设计职业学院,Shandong Vocational College Of Art And Design,,否,是
山东艺术学院,Shandong University of Arts,,否,否
山东英才学院,Shandong Yingcai University,,否,是
山东职业学院,Shandong Polytechnic,,否,否
山东中医药高等专科学校,Shandong College Of Traditional Chinese Medicine,,否,否
山西财经大学华商学院,Shanxi University of Finance and Economics Huashang College,,是,否
山西财贸职业技术学院,Shanxi Vocational & Technical College Of Finance & Trade,,否,否
山西传媒学院,Communication University of Shanxi,,否,否
山西大同大学,Shanxi Datong University,,否,否
山西电力职业技术学院,Shanxi Electric Power Technical College,,否,否
山西电子科技学院,Shanxi University of Electronic Science and Technology,,否,否
山西工程技术学院,Shanxi Institute of Technology,,否,否
山西工程科技职业大学,Shanxi Vocational University of Engineering Science and Technology,,否,否
山西工程职业学院,Shanxi Engineering Vocational College,,否,否
山西工商学院,Shanxi Technology and Business University,,否,是
山西工学院,Shanxi College of Technology,,否,否
山西管理职业学院,Shanxi Management Vocational College,,否,否
山西国际商务职业学院,Shanxi International Business Vocational College,,否,否
山西华澳商贸职业学院,China Australia Business College Of Shanxi,,否,是
山西机电职业技术学院,Shanxi Institute Of Mechanical And Electrical Engineering,,否,否
山西金融职业学院,Shanxi Professional College Of Finance,,否,否
山西晋中理工学院,Shanxi Jinzhong Institute of Technology,,否,是
山西经贸职业学院,Shanxi Institute Of Economics And Business,,否,否
山西警察学院,Shanxi Police College,,否,否
山西警官职业学院,Shanxi Jing Guan Zhi Ye Xue Yuan,,否,否
山西科技学院,Shanxi Institute of Science and Technology,,否,否
山西老区职业技术学院,Shanxi Laoqu Zhiye Jishu Xueyuan,,否,是
山西林业职业技术学院,Shanxi Forestry Vocational Technical College,,否,否
山西旅游职业学院,,,否,否
山西能源学院,Shanxi Institute of Energy,,否,否
山西青年职业学院,,,否,否
山西省财政税务专科学校,Shanxi Finance & Taxation College,,否,否
山西水利职业技术学院,Shanxi Conservancy Technical Institute,,否,否
山西体育职业学院,Shanxi Sports Vocational School,,否,否
山西铁道职业技术学院,Shanxi Railway Vocational And Technical College,,否,否
山西通用航空职业技术学院,Shanxi General Aviation Polytechnic,,否,否
山西同文职业技术学院,Shanxi Tongwen Vocational And Technical College,,否,是
山西卫生健康职业学院,Shanxi Health Vocational College,,否,否
山西文化旅游职业大学,Shanxi Vocational University of Culture and Tourism,,否,否
山西信息职业技术学院,Shanxi Vocational College Of Information Technology,,否,是
山西药科职业学院,Shanxi Pharmaceutical Vocational College,,否,否
山西医药学院,Shanxi University of Medicine,,否,否
山西艺术职业学院,,,否,否
山西应用科技学院,Shanxi College of Applied Science and Technology,,否,是
山西运城农业职业技术学院,Shanxi Yuncheng Vocational And Technology College Of Agricultural,,否,否
山西职业技术学院,Shanxi Polytechnic College,,否,否
陕西财经职业技术学院,Shaanxi Technical College of Finance & Economics,,否,否
陕西电子信息职业技术学院,Shaanxi Electronic Information Institute,,否,是
陕西服装工程学院,Shaanxi Fashion Engineering University,,否,是
陕西工商职业学院,Shaanxi Business College,,否,否
陕西工业职业技术大学,Shaanxi Polytechnic University,,否,否
陕西国防工业职业技术学院,Shaanxi Institute Of Technology,,否,否
陕西国际商贸学院,Shaanxi University of International Trade & Commerce,,否,是
陕西航空职业技术学院,Shaanxi Institute Of Technology Of Profession Of Aviation,,否,否
陕西机电职业技术学院,Shaanxi Institute Of Mechatronic Technology,,否,否
陕西交通职业技术学院,Shaanxi College of Communications Technology,,否,否
陕西经济管理职业技术学院,Shanxi Vocational Technology College Of Economic Management,,否,否
陕西警察学院,Shaanxi Police College,,否,否
陕西科技大学镐京学院,Haojing College of Shaanxi University of Science & Technology,,是,否
陕西旅游烹饪职业学院,Shaanxi Tourism Cuisine Professional College,,否,是
陕西能源职业技术学院,Shaanxi Energy Institute,,否,否
陕西农林职业技术大学,Shaanxi Vocational and Technical University of A&F,,否,否
陕西青年职业学院,Shaanxi Youth Vocational College,,否,否
陕西铁路工程职业技术学院,Shaanxi Railway Institute,,否,否
陕西学前师范学院,Shaanxi Xueqian Normal University,,否,否
陕西艺术职业学院,Shaanxi Vocational Academy of Art,,否,否
陕西邮电职业技术学院,Shaanxi Post Vocational And Technical College,,否,否
陕西职业技术学院,Shaanxi Vocational And Technical College,,否,否
汕头职业技术学院,Shantou Polytechnic,,否,否
汕尾职业技术学院,Shanwei Polytechnic,,否,否
商洛学院,Shangluo University,,否,否
商洛职业技术学院,Shangluo Vocational And Technical College,,否,否
商丘工学院,Shangqiu University of Technology,,否,是
商丘师范学院,Shangqiu Normal University,,否,否
商丘学院,Shangqiu University,,否,是
商丘医学高等专科学校,Shangqiu Medical College,,否,否
商丘幼儿师范高等专科学校,Shangqiu Preschool Education College,,否,否
商丘职业技术学院,Shangqiu Polytechnic,,否,否
上海邦德职业技术学院,Shanghai Bangde College,,否,是
上海财经大学浙江学院,Shanghai University of Finance and Economics Zhejiang College,,是,否
上海城建职业学院,Shanghai Urban Construction Vocational College,,否,否
上海出版印刷高等专科学校,Shanghai Publishing And Printing College,,否,否
上海电影艺术职业学院,Shanghai Film Art Academy,,否,是
上海电子信息职业技术学院,Shanghai Technical Institute Of Electronics Information,,否,否
上海东海职业技术学院,Shanghai Donghai Vocational And Technical College,,否,是
上海工会管理职业学院,Shanghai Vocational College Of Trade Union,,否,否
上海工商外国语职业学院,Shanghai Institute Of Commerce & Foreign Languages,,否,是
上海工商职业技术学院,Shanghai Industrial And Commercial Polytechnic,,否,是
上海工艺美术职业学院,Shanghai Art & Design Academy,,否,否
上海公安学院,Shanghai Police College,,否,否
上海海事职业技术学院,Shanghai Maritime Academy,,否,否
上海济光职业技术学院,Shanghai Jiguang Polytechnic College,,否,是
上海建桥学院,Shanghai Jian Qiao University,,否,是
上海建设管理职业技术学院,Shanghai Construction Management Vocational College,,否,否
上海交通职业技术学院,Shanghai Communications Polytechnic,,否,否
上海科创职业技术学院,Shanghai Technology and Innovation Vocational College,,否,否
上海科学技术职业学院,Shanghai Vocational College Of Science And Technology,,否,否
上海立达学院,Shanghai lida University,,否,是
上海旅游高等专科学校,Shanghai Institute Of Tourism,,否,否
上海民航职业技术学院,Shanghai Civil Aviation College,,否,否
上海民远职业技术学院,Shanghai Minyuan Vocational College,,否,是
上海闵行职业技术学院,Shanghai Minhang Polytechnic,,否,否
上海南湖职业技术学院,Shanghai Nanhu Vocational And Technical College,,否,否
上海农林职业技术学院,Shanghai Vocational College Of Agriculture And Forestry,,否,否
上海欧华职业技术学院,Shanghai Ouhua College,,否,是
上海浦东职业技术学院,Shanghai Pudong Vocational&Technical College,,否,否
上海杉达学院,Sanda University,,否,是
上海师范大学天华学院,Shanghai Normal University TIANHUA College,,是,否
上海视觉艺术学院,Shanghai Institute of Visual Arts,,否,是
上海思博职业技术学院,Shanghai SiPo Polytechnic,,否,是
上海外国语大学贤达经济人文学院,Xianda College of Economics & Humanities Shanghai International Studies University,,是,否
上海戏剧学院,Shanghai Theatre Academy,,否,否
上海现代化工职业学院,Shanghai Modern Chemical Industry Vocational College,,否,否
上海行健职业学院,Shanghai Xingjian College,,否,否
上海兴伟学院,Xing Wei College,,否,是
上海音乐学院,Shanghai Conservatory of Music,,否,否
上海震旦职业学院,Shanghai Aurora College,,否,是
上海中华职业技术学院,Shanghai Zhonghua College,,否,是
上海中侨职业技术大学,Shanghai Zhongqiao Vocational And Technical University,,否,是
上饶师范学院,Shangrao Normal University,,否,否
上饶卫生健康职业学院,Shangrao Health Vocational College,,否,否
上饶幼儿师范高等专科学校,Shangrao Preschool Education College,,否,否
上饶职业技术学院,Shangrao Vocational Technical College,,否,否
韶关学院,Shaoguan University,,否,否
邵阳工业职业技术学院,Shaoyang Industry Polytechnic College,,否,否
邵阳通航职业技术学院,Shaoyang General Aviation Polytechnic,,否,是
邵阳学院,Shaoyang University,,否,否
邵阳职业技术学院,Shaoyang Polytechnic,,否,否
绍兴理工学院,Shaoxing Institute of Technology,,否,否
绍兴职业技术学院,Shaoxing Vocational & Technical College,,否,是
深圳城市职业学院,Shenzhen City Polytechnic,,否,否
深圳理工大学,Shenzhen University of Advanced Technology,,否,否
深圳信息职业技术大学,Shenzhen University of Information Technology,,否,否
深圳职业技术大学,Shenzhen Polytechnic University,,否,否
神木职业技术学院,Shenmu Vocational & Technical College,,否,否
沈阳北软信息职业技术学院,Shenyang Northern Software College Of Information Technology,,否,是
沈阳城市建设学院,Shenyang urban construction University,,否,是
沈阳城市学院,Shenyang City University,,否,是
沈阳工学院,Shenyang Institute of Technology,,否,是
沈阳工业大学工程学院,Engineering College of Shenyang University of Technology,,是,否
沈阳航空航天大学北方科技学院,North Science and Technology College of Shenyang Aerospace University,,是,否
沈阳航空职业技术学院,Shenyang Aviation Professional Technology Institute,,否,否
沈阳科技学院,Shenyang Institue of Science and Technology,,否,是
沈阳音乐学院,Shenyang Conservatory of Music,,否,否
沈阳职业技术学院,Shenyang Polytechnic College,,否,否
石河子工程职业技术学院,Shihezi Vocational And Technical College Of Engmeering,,否,否
石河子职业技术大学,Xinjiang Shihezi Vocational Technical College,,否,否
石家庄财经职业学院,Shijiazhuang Vocational College Of Finance & Economics,,否,是
石家庄城市经济职业学院,Shijiazhuang Vocational College Of City Economy,,否,是
石家庄工程职业学院,Shijiazhuang Engineering Vocational College,,否,是
石家庄工商职业学院,Shijiazhuang Vocational College Of Industry And Commerce,,否,是
石家庄金融职业学院,Shijiazhuang Vocational College of Finance,,否,是
石家庄经济职业学院,Shijiazhuang Vocational College Of Economics,,否,是
石家庄科技信息职业学院,Shijiazhuang Vocational College Of Technology & Information,,否,是
石家庄科技职业学院,Shijiazhuang Science And Technology Career Academy,,否,是
石家庄理工职业学院,Shijiazhuang Institute Of Technology,,否,是
石家庄农林职业学院,Shijiazhuang Vocational College of Agriculture and Forestry,,否,是
石家庄人民医学高等专科学校,Shijiazhuang People's Medical College,,否,是
石家庄铁道大学四方学院,Shijiazhuang Tiedao University Sifang College,,是,否
石家庄铁路职业技术学院,Shijiazhuang Institute Of Railway Technology,,否,否
石家庄信息工程职业学院,Shijiazhuang Information Engineering Vocational College,,否,否
石家庄学院,Shijiazhuang University,,否,否
石家庄医学高等专科学校,Shijiazhuang Medical College,,否,是
石家庄邮电职业技术学院,Shijiazhuang Post And Telecommunications Technical College,,否,否
石家庄幼儿师范高等专科学校,Shijiazhuang Preschool Teachers College,,否,否
石家庄职业技术学院,Shijiazhuang University Of Applied Technology,,否,否
石嘴山工贸职业技术学院,Shizuishan Institute Of Industry And Trade,,否,否
首都师范大学科德学院,Kede College of Capital Normal University,,是,否
首钢工学院,Shougang Institute of Technology,,否,否
双河职业技术学院,Shuanghe Vocational and Technical College,,否,否
顺德职业技术大学,Shunde Polytechnic University,,否,否
朔州师范高等专科学校,Shuozhou Normal Technical College,,否,否
朔州陶瓷职业技术学院,Shuozhou Ceramic Vocational Technical College,,否,否
朔州职业技术学院,Shuozhou Vocational Technical,,否,否
私立华联学院,Private Hualian College,,否,是
四川财经职业学院,Sichuan Vocational College of Finance and Economics,,否,否
四川城市职业学院,Urban Vocational College Of Sichuan,,否,是
四川传媒学院,Sichuan University of Media and Communications,,否,是
四川大学锦江学院,Sichuan University Jinjiang College,,是,否
四川电力职业技术学院,Sichuan Electric Vocational And Technical College,,否,否
四川电影电视学院,Sichuan Film and Television University,,否,是
四川电子机械职业技术学院,Sichuan Elictronic Machinery Vocationai And Technical College,,否,是
四川工程职业技术大学,Sichuan Polytechnic University,,否,否
四川工商学院,Sichuan Technology and Business University,,否,是
四川工商职业技术学院,Sichuan Technology & Business College,,否,否
四川工业科技学院,Sichuan Institute of Industrial Technology,,否,是
四川国际标榜职业学院,Polus International College,,否,是
四川航天职业技术学院,Sichuan Aerospace Vocational College,,否,否
四川护理职业学院,Sichuan Nursing Vocational College,,否,否
四川华新现代职业学院,Sichuan Huaxin Modern Vocational College,,否,否
四川化工职业技术学院,Sichuan Vocational College Of Chemical Technology,,否,否
四川机电职业技术学院,Sichuan Electromechanical Institute Of Vocation And Technology,,否,否
四川建筑职业技术大学,Sichuan University of Architectural Technology,,否,否
四川交通职业技术大学,Sichuan Vocational and Technical College of Communications,,否,否
四川科技职业学院,Sichuan University Of Science And Technology,,否,是
四川旅游学院,Sichuan Tourism University,,否,否
四川美术学院,Sichuan Fine Arts Institute,,否,否
四川民族学院,Sichuan Minzu College,,否,否
四川汽车职业技术学院,Sichuan Automotive Vocational And Technical College,,否,是
四川三河职业学院,Sichuan Sanhe College Of Professionals,,否,是
四川商务职业学院,Sichuan Business Vocational College,,否,否
四川水利职业技术学院,Sichuan Water Conservancy Vocational College,,否,否
四川司法警官职业学院,Sichuan Judicial And Police Officers Professional College,,否,否
四川体育职业学院,Sichuan Sports College,,否,否
四川铁道职业学院,Sichuan Railway College,,否,否
四川托普信息技术职业学院,Sichuan Top It Vocational Institute,,否,是
四川卫生康复职业学院,Sichuan Vocational College Of Health And Rehabilitation,,否,否
四川文化产业职业学院,Sichuan Vocational College Of Cultural Industries,,否,否
四川文化传媒职业学院,Sichuan Vocational College Of Culture & Communication,,否,是
四川文化艺术学院,Sichuan University of Culture and Arts,,否,是
四川文理学院,Sichuan University of Arts and Science,,否,否
四川文轩职业学院,Sichuan Winshare Vocational College,,否,是
四川西南航空职业学院,Sichuan Southwest Vocational College Of Civil Aviation,,否,是
四川希望汽车职业学院,Sichuan Hope Automobile Vocational College,,否,是
四川现代职业学院,Sichuan Modern Vocational College,,否,是
四川信息职业技术学院,Sichuan Information Technology College,,否,否
四川艺术职业学院,Sichuan Vocational College Of Art,,否,否
四川音乐学院,Sichuan Conservatory of Music,,否,否
四川应用技术职业学院,Sichuan College Of Applied Sciences,,否,是
四川邮电职业技术学院,Sichuan Post And Telecommunication College,,否,否
四川幼儿师范高等专科学校,Sichuan Preschool Educators College,,否,否
四川长江职业学院,Sichuan Changjiang Vocational College,,否,是
四川职业技术学院,Sichuan Vocational And Technical College,,否,否
四川中医药高等专科学校,Sichuan College Of Traditional Chinese Medicine,,否,否
四平现代职业学院,The Branch of Jilin Normal University,,否,否
四平职业大学,Siping Professional College,,否,否
松原职业技术学院,Songyuan Vocational Technical College,,否,否
嵩山少林武术职业学院,Songshan Shaolin Wushu College,,否,是
苏州百年职业学院,Suzhou Centennial College,,否,否
苏州城市学院,Suzhou City University,,否,否
苏州大学应用技术学院,Applied Technology College of Soochow University,,是,否
苏州高博职业学院,Suzhou Global institute,,否,是
苏州工业园区服务外包职业学院,Suzhou Industrial Park Institute Of Service Outsourcing,,否,否
苏州工业园区职业技术学院,Suzhou Industrial Park Institute Of Vocational Technology,,否,否
苏州工业职业技术学院,Suzhou Vocational Institute Of Industrial Technology,,否,否
苏州工艺美术职业技术学院,Suzhou Art&Design Technology Institute,,否,否
苏州健雄职业技术学院,Suzhou Chien-Shiung Institute Of Technology,,否,否
苏州经贸职业技术学院,Suzhou Institute Of Trade&Commerce,,否,否
苏州科技大学天平学院,Tianping College of Suzhou University of Science and Technology,,是,否
苏州旅游职业学院,Suzhou Tourism College,,否,否
苏州农业职业技术学院,Suzhou Polytechnic Institute Of Agriculture,,否,否
苏州托普信息职业技术学院,Suzhou Top Institute Of Information Technology,,否,是
苏州卫生职业技术学院,Suzhou Vocational Health College,,否,否
苏州信息职业技术学院,Suzhou College Of Information Technology,,否,否
苏州幼儿师范高等专科学校,Suzhou Early Childhood Education College,,否,否
苏州职业技术大学,Suzhou Vocational University,,否,否
宿迁学院,Suqian University,,否,否
宿迁幼儿师范高等专科学校,Suqian Preschool Teachers College,,否,否
宿迁泽达职业技术学院,Suqian Zeda Vocational&Technical College,,否,是
宿迁职业技术学院,Suqian Vocational &Tecchnical College,,否,是
宿州航空职业学院,Suzhou Vocational College Of Civil Avuation,,否,是
宿州学院,Suzhou University,,否,否
宿州职业技术学院,Suzhou Vocational Technical College,,否,否
绥化学院,Suihua University,,否,否
随州职业技术学院,Suizhou Vocational & Technical College,,否,否
遂宁工程职业学院,Suining Engineering Vocational College,,否,是
遂宁能源职业学院,Suining Vocational College of Energy,,否,是
遂宁职业学院,Suining Vocational College,,否,是
塔城职业技术学院,Tacheng Vocational And Technical College,,否,否
塔里木理工学院,Tarim Institute of Technology,,否,是
塔里木职业技术学院,Talimu Vocational And Technical College,,否,否
台州科技职业学院,Taizhou Vocational College Of Science & Technology,,否,否
台州职业技术学院,Taizhou Vocational And Technical College,,否,否
太湖创意职业技术学院,Taihu Vocational And Technical College Of Originality,,否,是
太原城市职业技术学院,Taiyuan City Vocational College,,否,否
太原工业学院,Taiyuan Institute of Technology,,否,否
太原学院,Taiyuan University,,否,否
太原幼儿师范高等专科学校,Taiyuan Preschool Teachers College,,否,否
泰山护理职业学院,Taishan Vocational College Of Nursing,,否,否
泰山科技学院,Taishan College of Science and Technology,,否,是
泰山学院,Taishan University,,否,否
泰山职业技术学院,Taishan Polytechnic,,否,否
泰州学院,Taizhou University,,否,否
泰州职业技术学院,Taizhou Polytechinc College,,否,否
唐山工业职业技术大学,Tangshan Polytechnic University,,否,否
唐山海运职业学院,Tangshan Maritime Institute,,否,是
唐山科技职业技术学院,Tangshan Vocational College Of Science & Technology,,否,否
唐山师范学院,Tangshan Normal University,,否,否
唐山学院,Tangshan University,,否,否
唐山幼儿师范高等专科学校,Tangshan Preschool Teachers College,,否,否
唐山职业技术学院,Tangshan Vocational & Technical College,,否,否
天府新区航空旅游职业学院,Tianfu New Area Aviation & Tourism College,,否,是
天府新区通用航空职业学院,Tianfu New Area General Aviation Profession Academy,,否,是
天府新区信息职业学院,Tianfu Information Vocational College,,否,是
天津滨海汽车工程职业学院,Tianjin Binhai Vocational Institute Of Automotive Engineering,,否,是
天津滨海职业学院,Tianjin Coastal Polytechnic,,否,否
天津渤海职业技术学院,Tianjin Bohai Vocational Technology College,,否,否
天津财经大学珠江学院,Tianjin University of Finance and Economics Pearl River College,,是,否
天津城市建设管理职业技术学院,Tianjin Urban Construction Management & Vocation,,否,否
天津城市职业学院,Tianjin City Vocational College,,否,否
天津传媒学院,Tianjin College of Media and Arts,,否,是
天津电子信息职业技术学院,Tianjin Electronic Information College,,否,否
天津工程职业技术学院,Tianjin Engineering Technical Institute,,否,否
天津工业职业学院,Tianjin Polytechnic College,,否,否
天津工艺美术职业学院,Tianjin Arts And Crafts Vocational College,,否,否
